NO.1,NO.2,NO.3,NDX
112.114,120.972,115.611,120.972
111.799,120.632,115.371,120.632
114.636,123.693,118.539,123.693
126.277,136.254,130.908,136.254
146.935,158.544,153.125,158.544
158.025,170.509,164.342,170.509
154.32,166.512,160.001,166.512
155.037,167.286,160.545,167.286
155.435,167.715,160.935,167.715
157.216,169.636,162.522,169.636
158.186,170.684,163.384,170.684
161.21,173.946,166.374,173.946
160.269,172.931,165.627,172.931
159.792,172.415,165.279,172.415
159.608,172.218,165.374,172.218
157.404,169.839,163.321,169.839
158.004,170.487,164.402,170.487
161.611,174.379,168.258,174.379
158.934,171.491,166.671,171.491
150.837,162.753,157.606,162.753
137.025,147.85,142.849,147.85
125.076,134.957,130.091,134.957
113.951,122.953,118.301,122.953
109.541,118.196,113.375,118.196
104.2,112.431,107.872,112.431
102.972,111.106,106.529,111.106
103.772,111.97,107.415,111.97
108.255,116.808,112.161,116.808
116.127,125.301,120.449,125.301
124.056,133.856,129.37,133.856
135.465,146.166,141.826,146.166
142.237,153.475,148.996,153.475
145.814,157.334,152.582,157.334
147.99,159.682,154.589,159.682
146.097,157.638,152.978,157.638
147.874,159.556,154.898,159.556
147.485,159.137,154.376,159.137
147.968,159.657,154.983,159.657
149.246,161.036,156.384,161.036
148.861,160.621,156.243,160.621
150.334,162.211,157.778,162.211
154.85,167.083,162.794,167.083
148.934,160.7,156.667,160.7
141.117,152.266,148.178,152.266
129.681,139.926,135.688,139.926
117.558,126.845,122.592,126.845
109.406,118.049,113.693,118.049
103.907,112.116,107.791,112.116
97.834,105.564,101.454,105.564
96.462,104.082,99.958,104.082
97.21,104.89,100.669,104.89
98.35,106.119,101.931,106.119
102.31,110.393,106.306,110.393
111.274,120.064,116.359,120.064
124.066,133.867,130.388,133.867
135.238,145.922,142.237,145.922
135.088,145.761,141.855,145.761
137.291,148.137,143.92,148.137
135.736,146.459,142.263,146.459
135.258,145.943,141.726,145.943
136.433,147.211,142.879,147.211
137.256,148.099,143.694,148.099
141.123,152.272,147.892,152.272
141.745,152.943,148.727,152.943
143.853,155.218,151.412,155.218
156.051,168.379,164.457,168.379
151.936,163.939,160.175,163.939
138.498,149.44,145.523,149.44
127.741,137.833,133.312,137.833
115.419,124.538,119.779,124.538
109.572,118.229,113.322,118.229
105.664,114.012,109.164,114.012
102.938,111.07,106.307,111.07
105.362,113.685,108.921,113.685
110.98,119.747,114.927,119.747
122.078,131.723,126.805,131.723
145.19,156.661,151.412,156.661
155.076,167.328,161.298,167.328
151.7,163.684,157.289,163.684
152.856,164.931,158.382,164.931
154.705,166.926,160.097,166.926
154.992,167.236,160.367,167.236
156.144,168.479,161.478,168.479
157.303,169.731,162.704,169.731
159.188,171.764,164.688,171.764
159.315,171.901,164.958,171.901
162.39,175.22,168.659,175.22
164.258,177.234,170.95,177.234
165.792,178.89,172.857,178.89
172.705,186.349,180.215,186.349
167.854,181.115,175.972,181.115
156.818,169.207,163.923,169.207
139.421,150.435,144.952,150.435
124.137,133.944,128.492,133.944
118.11,127.44,121.852,127.44
114.244,123.27,117.771,123.27
110.613,119.352,114.009,119.352
111.811,120.645,115.355,120.645
114.306,123.336,118.201,123.336
125.564,135.483,130.23,135.483
146.702,158.291,153.008,158.291
155.301,167.57,161.587,167.57
153.844,165.999,159.355,165.999
149.822,161.659,155.244,161.659
152.684,164.746,157.908,164.746
152.439,164.481,157.464,164.481
151.257,163.206,156.248,163.206
152.059,164.072,156.953,164.072
150.161,162.023,155.038,162.023
150.23,162.098,155.156,162.098
151.826,163.821,157.304,163.821
153.442,165.565,159.423,165.565
157.806,170.272,164.658,170.272
168.749,182.081,176.779,182.081
164.548,177.547,172.557,177.547
155.11,167.365,162.015,167.365
139.685,150.721,145.251,150.721
127.951,138.059,132.578,138.059
122.164,131.816,126.225,131.816
118.789,128.174,122.656,128.174
118.135,127.468,121.999,127.468
120.144,129.635,124.221,129.635
124.098,133.903,128.683,133.903
140.282,151.365,146.004,151.365
162.729,175.584,170.452,175.584
172.203,185.807,179.894,185.807
165.901,179.007,172.517,179.007
162.083,174.887,168.105,174.887
159.404,171.997,164.913,171.997
155.42,167.699,160.646,167.699
153.639,165.776,158.6,165.776
152.871,164.949,157.737,164.949
151.864,163.862,156.654,163.862
150.217,162.085,155.076,162.085
152.214,164.24,157.65,164.24
154.351,166.546,160.308,166.546
158.994,171.555,165.721,171.555
167.592,180.833,175.567,180.833
163.534,176.453,171.306,176.453
155.281,167.549,162.145,167.549
138.136,149.049,143.781,149.049
128.089,138.208,132.693,138.208
122.468,132.144,126.544,132.144
120.221,129.718,124.166,129.718
117.62,126.913,121.556,126.913
119.874,129.344,124.046,129.344
123.706,133.48,128.458,133.48
138.017,148.92,143.77,148.92
159.792,172.416,167.278,172.416
169.103,182.462,176.595,182.462
162.046,174.847,168.512,174.847
159.801,172.425,165.8,172.425
161.47,174.227,167.099,174.227
160.846,173.553,166.141,173.553
158.959,171.517,164.079,171.517
158.204,170.702,163.198,170.702
157.807,170.274,162.737,170.274
157.088,169.498,162.159,169.498
159.326,171.914,164.878,171.914
159.509,172.111,165.526,172.111
162.424,175.255,169.147,175.255
170.871,184.371,178.713,184.371
167.527,180.761,175.071,180.761
154.367,166.562,161.004,166.562
140.396,151.487,145.833,151.487
125.777,135.714,130.25,135.714
119.852,129.32,123.701,129.32
116.978,126.219,120.63,126.219
113.698,122.681,117.319,122.681
114.634,123.69,118.376,123.69
118.317,127.664,122.543,127.664
130.685,141.009,135.799,141.009
153.704,165.847,160.467,165.847
161.38,174.13,168.353,174.13
158.403,170.917,164.692,170.917
157.362,169.793,163.325,169.793
159.8,172.424,165.427,172.424
157.775,170.239,163.158,170.239
157.618,170.071,162.862,170.071
159.837,172.465,165.021,172.465
157.643,170.098,162.857,170.098
158.407,170.921,163.68,170.921
158.52,171.044,164.102,171.044
158.306,170.812,164.176,170.812
158.572,171.099,164.845,171.099
163.629,176.557,170.709,176.557
157.686,170.143,164.564,170.143
149.085,160.862,155.322,160.862
137.356,148.207,142.818,148.207
126.686,136.694,131.335,136.694
116.118,125.292,120.076,125.292
110.025,118.717,113.677,118.717
107.321,115.799,110.847,115.799
106.448,114.858,109.959,114.858
109.419,118.063,113.059,118.063
111.785,120.617,115.706,120.617
119.612,129.062,124.173,129.062
129.569,139.806,135.283,139.806
143.433,154.764,150.067,154.764
142.68,153.953,149.44,153.953
144.86,156.305,151.304,156.305
143.34,154.665,149.351,154.665
140.491,151.59,146.3,151.59
136.664,147.46,142.264,147.46
135.836,146.568,141.349,146.568
135.432,146.132,141.022,146.132
136.197,146.956,141.934,146.956
139.945,151,146.057,151
143.425,154.755,150.095,154.755
147.997,159.69,155.348,159.69
143.58,154.924,150.636,154.924
137.477,148.338,143.671,148.338
126.21,136.18,131.609,136.18
111.095,119.871,115.703,119.871
104.841,113.124,108.857,113.124
98.96,106.779,102.575,106.779
96.862,104.515,100.37,104.515
95.685,103.244,99.087,103.244
95.704,103.264,99.131,103.264
98.717,106.515,102.292,106.515
104.411,112.659,108.468,112.659
113.469,122.433,118.624,122.433
127.699,137.787,134.153,137.787
136.926,147.744,144.05,147.744
137.873,148.766,144.731,148.766
136.264,147.029,142.699,147.029
133.582,144.136,139.971,144.136
133.579,144.132,139.901,144.132
132.936,143.438,139.045,143.438
133.985,144.57,140.187,144.57
136.311,147.08,142.726,147.08
137.425,148.281,144.166,148.281
142.61,153.877,149.849,153.877
152.35,164.386,160.646,164.386
150.763,162.673,158.83,162.673
140.047,151.11,146.973,151.11
128.189,138.316,133.794,138.316
117.933,127.25,122.414,127.25
111.139,119.92,115.001,119.92
106.915,115.361,110.534,115.361
107.252,115.725,110.788,115.725
108.085,116.623,111.761,116.623
113.773,122.762,117.821,122.762
127.402,137.467,132.392,137.467
147.882,159.566,154.441,159.566
160.801,173.504,167.732,173.504
162.06,174.863,168.453,174.863
161.04,173.762,167.299,173.762
162.591,175.435,168.805,175.435
159.477,172.075,165.419,172.075
158.86,171.41,164.525,171.41
157.149,169.565,162.613,169.565
155.535,167.822,160.915,167.822
154.207,166.39,159.594,166.39
155.269,167.535,161.043,167.535
158.365,170.876,164.755,170.876
166.429,179.578,173.7,179.578
173.95,187.692,182.217,187.692
169.794,183.208,177.724,183.208
159.718,172.336,166.587,172.336
142.949,154.243,148.553,154.243
133.357,143.892,138.02,143.892
126.036,135.994,130.171,135.994
122.346,132.011,126.332,132.011
121.21,130.785,125.292,130.785
122.787,132.487,127.107,132.487
128.645,138.808,133.501,138.808
144.436,155.847,150.437,155.847
168.007,181.279,175.894,181.279
177.627,191.66,185.458,191.66
170.876,184.376,177.644,184.376
164.301,177.282,170.505,177.282
163.832,176.776,169.551,176.776
160.078,172.725,165.474,172.725
157.835,170.304,162.938,170.304
156.331,168.682,161.25,168.682
154.63,166.847,159.557,166.847
155.699,168,160.746,168
156.101,168.434,161.444,168.434
158.773,171.316,164.714,171.316
164.68,177.69,171.678,177.69
174.499,188.285,182.7,188.285
170.052,183.486,177.974,183.486
159.29,171.874,166.179,171.874
143.313,154.636,148.887,154.636
132.381,142.84,136.965,142.84
124.89,134.756,128.978,134.756
122.378,132.046,126.385,132.046
122.127,131.776,126.133,131.776
123.783,133.563,127.978,133.563
127.573,137.651,132.321,137.651
143.002,154.3,148.888,154.3
165.12,178.164,172.601,178.164
173.97,187.713,181.437,187.713
171.185,184.708,177.823,184.708
172.425,186.046,178.838,186.046
171.74,185.308,177.93,185.308
168.572,181.889,174.464,181.889
166.383,179.527,172.174,179.527
164.055,177.016,169.67,177.016
161.85,174.636,167.365,174.636
161.984,174.782,167.689,174.782
165.702,178.793,172.098,178.793
171.048,184.561,178.51,184.561
178.694,192.811,186.967,192.811
183.062,197.525,191.681,197.525
177.752,191.795,185.767,191.795
166.051,179.17,172.966,179.17
150.925,162.848,156.817,162.848
140.397,151.489,145.373,151.489
129.965,140.232,134.282,140.232
125.362,135.265,129.455,135.265
123.148,132.876,127.151,132.876
124.567,134.408,128.719,134.408
129.867,140.126,134.518,140.126
140.599,151.707,145.905,151.707
165.345,178.407,171.78,178.407
175.494,189.358,182.268,189.358
167.318,180.537,173.677,180.537
164.773,177.791,170.925,177.791
166.262,179.397,172.038,179.397
164.687,177.698,170.152,177.698
161.205,173.941,166.417,173.941
160.035,172.678,165.084,172.678
154.153,166.331,159.021,166.331
153.887,166.044,158.921,166.044
155.713,168.014,161.088,168.014
158.046,170.533,164.178,170.533
166.565,179.725,173.817,179.725
174.071,187.823,182.061,187.823
169.342,182.721,177.017,182.721
159.067,171.633,165.762,171.633
142.381,153.63,147.878,153.63
131.186,141.551,135.642,141.551
121.353,130.941,125.132,130.941
116.972,126.213,120.502,126.213
114.846,123.919,118.278,123.919
116.353,125.545,119.875,125.545
118.957,128.355,122.915,128.355
132.101,142.537,136.848,142.537
153.229,165.335,159.452,165.335
165.635,178.72,172.002,178.72
161.276,174.018,167.194,174.018
160.365,173.034,166.125,173.034
159.781,172.403,165.406,172.403
159.33,171.918,164.821,171.918
156.824,169.214,162.206,169.214
157.051,169.458,162.251,169.458
154.607,166.822,159.662,166.822
152.598,164.654,157.786,164.654
150.032,161.885,155.54,161.885
153.476,165.601,159.308,165.601
155.694,167.995,162.158,167.995
160.945,173.659,168.13,173.659
157.793,170.26,164.763,170.26
148.672,160.418,155.111,160.418
138.766,149.728,144.508,149.728
128.198,138.326,133.085,138.326
120.897,130.448,125.277,130.448
114.364,123.399,118.517,123.399
113.529,122.499,117.591,122.499
113.333,122.286,117.44,122.286
114.071,123.082,118.326,123.082
119.79,129.253,124.327,129.253
128.428,138.574,133.756,138.574
137.704,148.582,144.156,148.582
148.637,160.379,155.912,160.379
151.096,163.032,158.541,163.032
150.017,161.869,156.985,161.869
151.596,163.573,158.495,163.573
148.034,159.73,154.38,159.73
142.83,154.114,148.962,154.114
138.357,149.287,144.2,149.287
138.366,149.297,144.376,149.297
141.597,152.784,148.116,152.784
143.676,155.026,150.354,155.026
154.793,167.022,162.134,167.022
156.449,168.809,164.545,168.809
151.768,163.758,159.58,163.758
146.211,157.762,153.473,157.762
139.206,150.204,145.895,150.204
127.049,137.087,133.124,137.087
119.445,128.882,124.822,128.882
115.725,124.868,120.803,124.868
113.105,122.04,118.06,122.04
113.885,122.882,118.815,122.882
114.629,123.685,119.675,123.685
119.262,128.684,124.589,128.684
126.933,136.96,133.004,136.96
139.405,150.418,146.828,150.418
150.716,162.622,159.306,162.622
153.948,166.11,162.673,166.11
148.58,160.319,156.487,160.319
144.77,156.207,151.916,156.207
140.139,151.21,146.855,151.21
136.105,146.858,142.421,146.858
133.066,143.578,139.048,143.578
132.385,142.843,138.259,142.843
133.88,144.457,140.021,144.457
136.964,147.785,143.494,147.785
147.564,159.221,155.108,159.221
156.443,168.803,165.055,168.803
155.378,167.654,163.921,167.654
147.685,159.353,155.052,159.353
137.013,147.837,143.363,147.837
129.025,139.218,134.534,139.218
123.79,133.57,128.926,133.57
122.839,132.543,127.935,132.543
124.655,134.504,129.971,134.504
127.238,137.291,133.008,137.291
134.01,144.597,140.439,144.597
148.906,160.67,156.224,160.67
174.983,188.807,183.972,188.807
186.579,201.319,195.59,201.319
180.161,194.395,188.227,194.395
175.077,188.908,182.446,188.908
170.239,183.688,176.903,183.688
165.615,178.698,171.755,178.698
161.739,174.516,167.481,174.516
160.182,172.837,165.627,172.837
157.899,170.373,163.175,170.373
155.799,168.108,161.157,168.108
156.584,168.955,162.601,168.955
166.19,179.319,173.129,179.319
178.183,192.259,186.091,192.259
177.149,191.144,185.553,191.144
174.427,188.207,182.482,188.207
162.933,175.805,169.998,175.805
146.55,158.128,152.234,158.128
133.273,143.801,137.928,143.801
124.785,134.644,128.866,134.644
122.693,132.387,126.529,132.387
121.505,131.105,125.345,131.105
121.385,130.975,125.387,130.975
127.103,137.144,131.546,137.144
137.204,148.043,142.53,148.043
159.857,172.487,166.754,172.487
170.009,183.441,176.924,183.441
164.524,177.522,170.704,177.522
164.282,177.261,170.335,177.261
166.426,179.575,172.207,179.575
163.232,176.128,168.68,176.128
160.294,172.957,165.611,172.957
159.086,171.655,164.366,171.655
159.95,172.587,165.233,172.587
160.659,173.351,166.115,173.351
165.629,178.713,171.842,178.713
170.647,184.128,177.772,184.128
178.548,192.653,186.701,192.653
175.54,189.407,183.983,189.407
175.501,189.365,183.338,189.365
161.305,174.049,168.243,174.049
146.005,157.54,151.735,157.54
135.182,145.861,139.905,145.861
126.033,135.989,130.239,135.989
124.391,134.218,128.335,134.218
123.734,133.51,127.632,133.51
123.04,132.761,127.102,132.761
128.716,138.884,133.313,138.884
141.361,152.528,146.832,152.528
162.191,175.004,169.196,175.004
173.518,187.227,180.707,187.227
171.206,184.731,177.729,184.731
169.097,182.456,175.302,182.456
169.448,182.834,175.623,182.834
168.344,181.644,174.353,181.644
164.26,177.236,170.399,177.236
163.341,176.245,169.375,176.245
163.392,176.301,169.366,176.301
163.33,176.234,169.437,176.234
167.285,180.501,174.064,180.501
173.37,187.066,181.013,187.066
180.816,195.1,189.341,195.1
179.51,193.691,188.316,193.691
174.783,188.592,183.115,188.592
164.323,177.305,171.537,177.305
147.865,159.546,153.861,159.546
136.973,147.794,141.956,147.794
129.018,139.211,133.439,139.211
126.35,136.331,130.46,136.331
124.055,133.856,128.175,133.856
124.105,133.909,128.349,133.909
128.627,138.789,133.428,138.789
143.281,154.601,148.915,154.601
161.771,174.552,168.878,174.552
171.992,185.579,179.167,185.579
168.93,182.275,175.474,182.275
167.166,180.373,173.592,180.373
168.4,181.703,174.655,181.703
165.971,179.083,171.915,179.083
163.883,176.831,169.752,176.831
163.36,176.265,169.105,176.265
163.262,176.159,169.026,176.159
164.507,177.503,170.273,177.503
164.692,177.704,171.087,177.704
170.47,183.938,177.728,183.938
178.828,192.955,187.076,192.955
176.363,190.296,184.997,190.296
173.677,187.398,181.962,187.398
163.702,176.634,170.958,176.634
146.934,158.542,153.061,158.542
134.163,144.762,139.228,144.762
128.944,139.13,133.369,139.13
125.412,135.319,129.603,135.319
124.58,134.423,128.715,134.423
124.971,134.845,129.306,134.845
128.881,139.062,133.656,139.062
139.179,150.174,144.787,150.174
161.642,174.413,168.883,174.413
173.817,187.549,181.067,187.549
169.317,182.694,176.017,182.694
170.397,183.858,177.013,183.858
169.558,182.954,176.124,182.954
169.369,182.75,175.822,182.75
165.342,178.405,171.797,178.405
162.705,175.558,168.749,175.558
158.442,170.96,164.397,170.96
157.655,170.111,163.792,170.111
158.104,170.595,164.773,170.595
162.588,175.432,169.781,175.432
172.22,185.825,180.022,185.825
168.041,181.317,175.91,181.317
163.713,176.647,171.251,176.647
155.988,168.312,163.044,168.312
147.122,158.744,153.507,158.744
131.836,142.252,137.383,142.252
124.16,133.969,129.099,133.969
119.562,129.007,124.224,129.007
117.167,126.423,121.649,126.423
117.216,126.477,121.677,126.477
120.238,129.738,124.839,129.738
125.218,135.111,130.191,135.111
133.093,143.607,138.723,143.607
145.171,156.64,151.953,156.64
155.623,167.917,163.298,167.917
156.13,168.464,163.89,168.464
151.599,163.575,158.861,163.575
148.703,160.45,155.667,160.45
142.82,154.104,149.376,154.104
137.122,147.955,143.317,147.955
133.272,143.801,139.26,143.801
134.56,145.19,140.518,145.19
135.799,146.528,142.115,146.528
140.78,151.901,147.626,151.901
147.66,159.326,155.342,159.326
150.942,162.866,159.106,162.866
147.401,159.045,155.203,159.045
141.356,152.523,148.698,152.523
133.117,143.633,139.762,143.633
123.13,132.858,128.948,132.858
116.105,125.278,121.298,125.278
111.523,120.333,116.38,120.333
110.755,119.505,115.486,119.505
111.163,119.946,115.846,119.946
112.074,120.928,116.881,120.928
